random,por_zona,wilma_por_grupos,wilma_random,wilma_back_to_front,steffen,steffen2
2691,2659,2410,2498,2465,2517,2168
2654,2671,2367,2423,2465,2517,2168
2767,2617,2390,2460,2465,2517,2168
2588,2649,2379,2493,2465,2517,2168
2564,2733,2393,2464,2465,2517,2168
2791,2700,2407,2497,2465,2517,2168
2596,2651,2417,2479,2465,2517,2168
2579,2653,2382,2489,2465,2517,2168
2671,2767,2411,2348,2465,2517,2168
2637,2641,2406,2479,2465,2517,2168
2622,2673,2410,2480,2465,2517,2168
2621,2628,2393,2501,2465,2517,2168
2688,2793,2400,2465,2465,2517,2168
2685,2611,2432,2459,2465,2517,2168
2657,2682,2418,2529,2465,2517,2168
2624,2722,2400,2589,2465,2517,2168
2618,2661,2432,2447,2465,2517,2168
2762,2754,2378,2491,2465,2517,2168
2541,2697,2411,2497,2465,2517,2168
2563,2772,2392,2510,2465,2517,2168
2618,2518,2379,2525,2465,2517,2168
2718,2664,2389,2381,2465,2517,2168
2656,2714,2404,2561,2465,2517,2168
2711,2600,2460,2505,2465,2517,2168
2575,2687,2396,2483,2465,2517,2168
2647,2669,2446,2460,2465,2517,2168
2592,2666,2339,2543,2465,2517,2168
2552,2758,2403,2468,2465,2517,2168
2679,2621,2425,2489,2465,2517,2168
2632,2706,2374,2437,2465,2517,2168
2668,2695,2399,2452,2465,2517,2168
2579,2717,2432,2395,2465,2517,2168
2684,2666,2404,2484,2465,2517,2168
2700,2702,2418,2427,2465,2517,2168
2587,2674,2414,2469,2465,2517,2168
2727,2616,2389,2498,2465,2517,2168
2610,2670,2411,2412,2465,2517,2168
2670,2683,2418,2489,2465,2517,2168
