random,por_zona,back_to_front,wilma_por_grupos,wilma_random,wilma_back_to_front,steffen
345.87,320.17,256.51,169.02,165.61,178.98,161.15
405.18,314.53,260.59,170.78,165.88,183.5,160.46
414.39,310.27,263.15,170.28,165.97,180.44,162.41
358.47,255.21,256.81,165.29,163.05,182.54,162.53
415.84,318.73,256.29,170.47,165.17,179.42,163.85
353.34,285.79,244.73,173.81,166.93,181.11,158.13
431.89,265.26,250.51,172.86,165.41,181.94,164.22
369.79,339.77,285.24,170.09,165.65,184.76,164.37
407.96,264.71,257.27,171.02,165.21,181.22,165.15
386.34,332.63,256.5,175.15,166.48,179.87,164.14
383.37,295.07,251.28,172.08,166.36,182.6,162.83
290.04,333.11,261.55,172.66,164.68,184.12,164.34
332.69,304.36,254.87,171.42,166.73,187.17,161.35
400.73,270.71,247.16,173.34,164.53,181.06,164.06
389.03,301.07,267.73,171.59,167.34,181.69,161.68
341.38,305.2,253.24,172.7,167.43,184.05,163.4
331.99,294.69,259.8,171.36,168.63,181.24,161.39
369.97,258.48,268.05,175.51,166.19,183.81,164.28
347.23,322.5,266.78,170.72,166.28,182.81,165.09
313.13,344.27,242.25,170.56,164.91,185.74,162.89
369.61,309.64,257.83,172.72,164.25,180.95,165.22
377.63,335.84,262.15,170.5,162.82,182.74,165.5
312.28,341.67,260.49,167.57,169.48,179.49,162.34
376.21,313.51,261.82,172.68,166.63,183.39,163.34
332.58,284.21,249.63,172.01,167.69,186.28,161.43
295.19,290.73,266.57,170.46,162.95,182.66,165.53
303.11,264.24,258.11,170.49,166.02,177.72,161.03
445.91,319.13,253.34,168.81,167.32,180.39,160.98
388.36,298.59,267.06,169.67,160.77,182.16,161.66
380.06,282.14,264.7,169.61,167.75,182.93,165.18
356.39,326.86,234.36,173.52,164.49,182.65,162.18
371.54,327.06,250.04,171.61,166.49,182.56,164.0
358.16,320.58,257.68,169.36,164.11,184.78,159.38
361.94,279.53,257.62,171.02,164.6,182.11,162.51
391.65,334.4,254.61,171.61,166.68,179.35,162.09
415.17,284.94,252.06,171.11,165.01,186.62,162.59
360.7,320.2,272.51,171.13,166.81,183.55,165.33
389.03,301.46,246.81,170.58,166.42,183.64,163.84
368.02,281.63,248.31,169.2,165.48,180.71,162.74
366.89,287.99,258.88,171.34,166.92,184.92,163.17
383.39,329.26,236.87,171.3,164.19,188.44,165.35
373.45,321.42,251.13,173.76,167.5,184.87,159.38
438.04,311.86,256.69,172.81,165.09,183.84,161.21
380.15,263.06,255.81,170.3,167.25,184.41,164.78
402.64,303.13,258.13,173.8,166.09,180.68,163.58
305.97,291.14,241.86,173.34,168.48,184.15,163.37
446.95,299.13,260.4,173.57,163.04,185.13,162.0
353.97,273.46,253.44,171.97,166.74,183.89,164.96
400.8,278.12,263.51,171.87,165.3,186.74,165.12
349.04,323.15,268.94,171.86,164.54,187.29,161.3
289.14,321.81,273.69,170.92,168.23,180.48,163.35
416.68,282.61,265.31,170.96,165.07,185.12,161.73
305.14,271.37,258.33,173.27,167.56,185.05,161.09
369.85,327.21,274.83,170.4,166.29,181.29,164.22
360.07,254.8,256.15,171.08,163.93,183.89,162.92
314.23,329.49,250.82,170.07,165.57,186.07,162.68
344.8,330.6,247.23,172.82,167.58,181.14,163.82
371.46,277.6,246.77,172.41,163.86,186.39,162.71
385.51,305.25,258.04,170.29,167.42,181.77,163.65
414.94,282.67,262.97,168.68,166.39,184.86,162.63
306.02,264.19,264.05,170.8,165.66,183.2,164.34
355.87,296.06,254.51,167.64,166.96,186.69,165.13
340.25,261.96,259.95,169.24,164.44,182.09,163.1
405.26,268.49,251.28,170.59,166.33,186.85,165.12
356.5,308.91,265.7,168.91,167.31,184.37,163.65
309.07,301.3,240.29,167.48,165.94,182.97,162.21
315.08,297.61,275.62,172.6,163.47,180.98,163.55
438.17,300.23,269.04,170.66,166.48,186.2,163.55
341.24,315.32,265.0,172.46,164.07,180.86,163.98
325.98,299.82,266.17,169.08,166.22,181.94,164.4
414.43,277.32,261.21,169.78,167.17,181.73,163.31
362.1,333.84,253.17,170.06,165.82,182.36,163.64
333.33,282.98,257.02,167.49,164.21,185.98,160.83
428.43,301.39,244.23,169.02,167.53,182.04,163.22
350.5,279.78,241.7,172.64,162.08,185.46,163.07
397.52,286.95,242.59,169.97,165.44,183.99,160.7
379.6,328.73,275.09,169.17,165.45,181.28,162.84
414.08,252.48,258.06,173.18,167.3,186.36,161.81
341.28,324.61,253.62,169.11,163.39,187.38,162.47
406.46,277.61,254.05,172.02,166.27,185.83,162.7
383.59,294.47,267.82,165.61,166.58,183.03,165.32
328.13,303.48,272.99,172.75,165.47,182.93,161.73
355.78,269.3,269.92,168.55,165.43,182.56,163.55
442.54,230.11,241.04,172.71,168.75,182.95,162.39
371.57,316.35,250.79,170.43,164.24,183.29,164.99
305.57,285.32,259.91,174.65,164.69,181.26,165.36
397.8,290.92,262.49,173.02,164.22,185.77,159.68
374.19,277.24,265.95,168.14,160.19,181.16,160.57
406.55,300.43,247.51,168.0,166.33,185.42,163.13
406.39,301.54,258.49,169.61,166.76,184.59,164.18
418.02,323.74,265.33,170.5,169.81,183.6,162.99
342.97,299.58,261.78,168.06,166.83,185.89,163.8
380.05,318.53,248.19,169.73,161.68,186.68,161.81
363.73,307.2,257.27,170.44,169.0,180.66,162.74
403.75,310.18,267.67,172.0,163.5,187.74,162.57
403.59,294.25,254.83,170.64,166.54,186.21,164.17
347.82,306.46,265.14,169.15,164.6,181.66,161.57
354.49,296.84,282.22,172.48,167.31,181.15,164.72
416.49,313.31,260.18,174.24,167.6,176.53,165.35
377.07,283.74,238.59,171.5,166.32,186.03,164.68
401.93,325.01,253.33,171.08,164.65,185.33,164.48
356.67,274.93,253.95,171.67,163.73,182.24,162.51
303.54,296.06,263.39,170.06,167.13,185.67,165.27
391.22,279.04,259.3,173.93,167.25,185.45,162.26
307.88,243.43,263.31,173.72,165.84,185.2,164.79
333.74,284.22,262.13,173.67,166.5,178.94,165.08
364.94,314.26,250.98,171.37,164.32,183.38,164.42
338.56,290.57,266.01,167.87,165.85,182.22,165.51
357.24,298.94,252.45,169.17,166.95,184.34,163.64
312.38,339.37,262.3,168.82,165.11,182.74,164.72
405.32,288.49,254.55,170.65,164.35,186.05,162.96
346.44,272.88,271.52,172.08,166.91,178.78,162.35
382.8,285.06,260.1,170.92,164.5,183.76,162.2
384.8,285.27,255.98,170.18,168.44,184.77,163.97
446.29,361.05,248.25,168.37,166.8,183.25,163.4
430.65,333.16,255.91,170.68,166.21,181.58,162.24
418.21,270.67,247.14,169.34,166.22,183.63,164.33
406.22,309.05,248.52,168.26,167.02,187.26,165.26
315.29,294.36,225.73,168.74,164.54,184.21,164.28
300.55,284.92,265.58,169.76,163.51,185.5,163.58
426.28,265.3,258.95,166.85,166.39,184.77,160.53
378.54,310.05,237.17,174.19,167.38,185.18,163.27
377.45,311.34,243.56,169.83,167.95,184.01,164.36
356.63,308.68,260.16,170.63,168.43,188.31,164.94
429.05,291.57,263.7,170.0,165.99,183.17,163.92
337.0,257.04,279.4,170.83,164.08,181.6,162.68
353.52,309.76,260.46,170.22,165.72,186.23,165.06
325.51,294.06,261.93,173.82,163.77,184.4,161.43
394.18,277.39,241.5,172.02,164.44,186.15,162.75
280.25,310.82,260.19,165.68,166.65,183.86,163.54
392.66,347.12,247.21,170.67,167.47,184.15,163.19
411.51,309.4,254.09,172.95,164.09,187.63,162.0
347.96,322.33,252.72,170.11,166.69,187.37,165.42
387.83,310.68,245.44,170.73,164.98,182.89,163.19
349.59,252.07,271.55,170.76,163.34,183.03,164.31
352.69,279.87,269.47,169.2,164.56,179.55,164.4
319.46,289.37,274.83,168.22,166.53,176.8,165.66
340.05,312.35,256.54,168.46,166.41,182.19,160.73
387.86,293.9,264.51,169.37,164.48,184.54,164.64
410.29,279.62,275.84,172.02,165.38,187.27,163.7
343.95,339.05,264.0,169.01,165.5,185.2,163.13
338.42,398.41,282.58,171.82,165.47,182.47,164.27
405.59,318.53,266.1,170.02,164.45,184.85,165.1
386.01,271.5,251.33,171.38,164.14,184.14,161.71
341.08,330.72,264.94,170.48,166.59,184.2,162.11
300.42,303.61,259.22,170.7,162.51,184.64,163.14
270.7,297.83,260.16,171.17,165.07,184.95,163.97
427.29,258.93,250.4,169.04,164.47,184.94,158.98
296.83,268.36,247.03,167.38,168.8,187.99,158.42
393.7,281.77,251.02,168.71,164.01,178.65,165.63
331.82,311.29,263.56,168.37,164.09,183.79,165.45
366.11,334.36,245.32,169.32,166.9,182.8,164.12
416.41,295.86,257.68,172.13,164.34,185.43,162.69
401.88,300.25,244.29,171.46,166.64,185.96,164.88
353.15,304.61,256.48,170.79,167.38,185.02,164.09
327.93,256.45,270.7,169.32,163.9,186.79,162.95
363.96,257.04,268.36,172.32,164.72,187.4,160.71
343.2,308.05,242.03,174.18,165.61,184.89,163.37
308.8,302.31,241.95,168.39,166.9,187.43,163.35
333.08,305.47,261.58,170.38,164.87,184.9,164.0
378.77,317.94,254.35,171.41,166.54,181.84,162.56
379.07,333.05,241.48,173.19,161.11,185.43,165.03
349.29,303.52,252.59,171.08,166.02,185.44,161.46
377.7,328.58,262.21,170.18,163.41,186.32,163.53
311.97,278.7,254.91,168.36,164.51,184.85,161.48
325.54,304.43,247.67,168.37,162.55,186.85,162.3
311.22,283.67,244.39,169.76,165.79,186.7,160.77
337.65,298.3,265.26,169.84,168.35,178.05,165.06
336.1,297.74,281.24,170.47,166.72,186.36,161.84
365.01,258.03,276.63,173.22,165.3,178.16,162.17
399.68,272.81,236.61,171.66,164.4,184.54,163.16
368.44,290.05,276.99,171.7,165.14,181.98,164.97
390.62,275.85,273.03,168.85,162.06,182.2,161.94
302.7,278.05,263.04,172.78,167.42,177.73,165.35
346.06,309.25,280.27,171.82,164.63,179.8,162.05
309.6,273.02,246.13,171.35,163.88,180.6,162.9
346.85,310.29,251.91,171.52,164.19,185.01,164.42
336.06,269.23,258.53,171.7,162.37,183.96,161.93
380.47,252.47,233.21,171.03,164.07,184.23,164.3
354.24,307.33,267.31,174.12,166.45,184.56,165.17
397.9,280.15,246.98,170.46,168.13,184.0,160.23
348.49,303.73,259.99,169.61,163.28,180.49,165.42
381.45,302.97,252.75,172.2,163.81,186.44,162.74
329.11,303.6,258.62,171.87,167.33,188.68,164.15
314.17,272.97,276.82,173.87,167.52,183.37,164.06
297.14,307.62,257.29,167.19,163.29,184.09,162.23
389.83,288.29,262.52,172.24,161.37,187.24,165.0
363.82,241.83,235.04,170.14,166.25,186.95,164.18
376.35,314.77,286.06,170.27,166.02,182.05,165.32
391.9,280.93,250.23,169.22,166.5,181.74,164.11
383.86,261.57,270.7,169.08,166.54,182.16,164.16
285.77,285.32,237.27,170.53,164.09,182.52,164.44
348.98,384.41,248.14,170.94,165.62,181.66,161.76
306.11,291.01,248.59,172.55,167.82,182.98,163.85
362.75,294.73,264.21,174.77,168.99,181.53,163.65
427.79,311.07,277.75,171.53,162.65,183.48,163.62
397.16,257.74,253.11,172.05,166.15,186.05,163.52
382.69,263.23,269.94,172.64,165.1,183.88,164.5
303.23,307.04,260.75,169.37,168.28,187.19,163.23
386.04,288.4,250.16,171.07,164.2,182.62,163.74
338.55,322.04,252.75,172.25,168.09,183.42,163.58
429.12,290.21,246.04,171.72,165.79,182.43,161.03
307.11,248.82,245.54,169.25,163.99,183.37,164.45
364.75,270.37,263.99,171.8,169.22,184.69,165.42
404.33,338.18,261.06,169.74,165.93,186.01,164.96
321.5,270.08,245.1,169.29,168.32,179.24,165.08
316.54,295.72,267.63,171.97,165.13,183.82,164.28
386.95,314.94,257.1,170.3,167.45,186.37,164.06
369.77,302.67,266.52,171.49,165.96,180.77,161.61
377.12,285.05,248.06,170.42,165.92,187.12,163.08
425.09,329.65,260.38,174.64,168.19,189.13,165.47
393.49,262.65,251.89,165.82,163.13,187.25,162.77
407.61,305.71,270.83,170.77,164.09,180.57,162.68
345.63,280.29,256.96,175.01,166.45,188.52,164.45
347.82,287.26,253.8,169.12,168.21,182.07,163.8
310.48,276.51,266.63,173.14,166.75,184.21,164.75
395.78,266.87,269.76,171.38,164.03,184.8,164.39
294.23,328.56,246.72,168.86,165.21,182.35,163.91
337.57,271.54,254.22,170.79,161.98,181.49,163.02
330.54,321.56,261.69,172.68,165.35,184.19,162.27
409.74,280.64,250.49,170.79,167.67,180.98,162.23
378.44,262.51,261.39,172.6,165.32,180.83,160.49
330.21,326.86,259.96,172.64,168.4,183.53,161.94
350.47,261.52,253.99,169.68,167.53,184.21,164.11
430.64,248.77,256.86,172.09,165.24,187.79,162.84
362.01,346.37,262.45,167.92,164.11,188.37,162.57
408.19,265.62,259.73,171.4,163.29,183.76,161.6
439.35,334.2,252.14,171.5,163.63,181.27,160.76
328.33,266.34,258.13,170.36,167.5,182.44,161.34
449.53,321.66,278.32,174.55,166.59,189.17,163.94
334.98,285.56,243.44,173.43,166.0,181.91,163.47
411.79,316.41,244.84,169.68,165.59,181.52,163.34
333.19,293.75,268.29,169.65,165.09,181.1,160.4
380.09,292.69,265.62,167.39,166.16,186.08,162.38
454.2,317.47,253.94,169.39,167.47,186.5,161.94
337.12,287.35,245.13,170.74,165.6,186.76,162.77
400.82,305.56,265.49,169.19,166.31,184.25,161.07
336.27,254.41,274.29,172.82,165.91,183.23,161.84
377.06,281.93,254.74,167.14,163.62,185.05,164.45
358.27,315.25,261.81,171.2,164.72,186.19,162.8
440.68,294.94,264.22,172.44,165.04,185.75,163.08
376.07,306.86,256.87,173.49,167.18,186.56,160.1
325.04,294.0,276.9,171.57,165.15,184.92,162.41
368.98,313.43,267.15,169.65,167.23,181.93,163.31
380.41,288.97,270.81,172.27,168.46,181.9,163.64
375.78,285.81,272.65,171.25,167.54,180.47,164.36
374.98,300.87,264.14,170.76,165.37,183.08,162.18
343.68,290.6,245.43,173.0,165.31,186.1,163.92
372.08,309.87,260.89,170.62,166.35,185.27,165.02
451.06,272.33,265.9,165.09,165.77,188.06,162.57
357.45,302.38,229.82,168.43,162.82,181.99,161.81
294.78,291.72,255.65,171.86,166.45,180.32,164.46
391.2,319.54,262.07,169.57,165.92,184.52,164.93
336.33,338.02,267.84,171.3,163.19,183.11,160.88
372.83,325.05,270.21,173.3,166.6,181.26,163.41
447.87,311.16,244.38,169.77,164.97,184.27,162.24
368.91,331.42,245.94,171.14,167.46,184.35,162.05
391.97,332.89,273.59,169.67,165.31,181.25,163.34
331.89,266.13,242.46,170.99,164.81,179.88,164.06
369.88,285.39,254.05,172.43,163.97,184.85,162.78
436.66,248.95,272.87,169.24,167.34,181.76,165.5
386.74,313.59,257.45,171.58,164.04,185.35,162.61
464.12,296.35,271.65,169.96,165.01,183.86,162.05
419.89,290.43,256.59,168.8,165.2,182.31,163.77
313.42,322.64,271.14,170.25,161.91,186.09,162.11
371.09,279.74,265.28,169.85,160.17,184.05,163.13
429.33,280.06,273.52,171.91,167.77,181.78,165.74
354.19,338.99,273.09,169.86,163.56,185.53,163.53
301.98,283.17,257.0,173.06,165.96,186.56,164.24
349.68,264.36,260.39,169.72,163.86,183.09,163.77
314.89,293.69,260.55,172.32,161.17,180.32,161.45
390.91,290.39,245.25,169.67,167.75,183.62,165.19
413.58,287.2,253.69,170.91,166.35,182.25,161.93
388.71,284.82,248.33,169.39,165.49,181.34,160.02
401.45,290.99,248.82,166.26,165.15,184.47,162.77
378.57,284.62,257.47,170.7,163.16,183.36,161.81
377.88,315.44,258.8,169.95,162.25,178.46,163.19
325.41,248.47,243.33,175.06,166.83,185.77,165.09
440.73,265.21,248.97,170.57,166.61,185.56,161.03
390.33,321.66,252.26,167.79,166.54,184.55,163.08
328.09,289.15,259.92,171.34,167.17,186.2,163.35
361.21,329.8,242.58,171.23,165.93,184.21,163.48
401.83,330.44,277.92,172.31,165.05,183.07,163.23
356.08,257.89,261.2,174.23,165.2,184.43,161.66
373.29,288.17,255.75,169.94,165.12,187.05,161.49
375.71,295.93,272.67,171.52,164.06,184.32,163.46
374.97,273.28,257.22,172.96,167.18,181.28,160.91
373.27,322.96,254.43,172.77,168.22,179.83,162.88
320.48,263.29,261.39,172.18,162.38,183.36,160.04
341.99,276.28,259.5,171.11,164.69,186.16,162.37
357.06,301.29,267.91,170.17,167.58,185.87,161.78
334.6,295.93,263.24,171.83,167.3,183.82,161.94
406.38,321.14,270.05,169.63,163.12,183.01,163.91
360.3,285.29,243.99,174.02,165.55,184.61,164.49
446.2,274.74,251.68,174.55,164.24,182.95,164.19
417.52,300.57,241.2,172.68,163.68,185.8,163.52
339.45,279.23,274.05,170.73,164.32,182.88,163.83
405.23,295.97,255.37,171.2,166.08,186.21,162.83
367.89,249.99,267.18,169.89,160.93,185.46,164.42
370.45,263.43,247.19,171.31,165.46,186.85,162.5
443.47,303.62,258.5,170.09,166.13,181.76,164.09
394.89,330.33,266.29,170.55,168.02,186.19,164.87
347.04,265.14,252.71,171.91,168.67,184.37,163.64
324.57,330.42,241.76,171.53,165.5,185.84,164.09
395.86,256.48,263.38,166.38,167.08,183.47,162.89
402.12,312.3,265.78,168.61,164.89,182.07,161.13
363.57,276.91,258.99,170.66,167.73,185.02,163.94
343.55,293.76,278.96,173.22,166.7,186.03,163.14
339.27,298.23,262.92,175.48,160.16,186.28,162.95
338.82,270.84,235.29,167.81,167.05,179.77,164.6
361.99,292.1,262.11,173.04,165.83,180.6,164.33
297.39,296.24,262.57,169.45,166.89,185.5,162.05
350.95,282.61,273.62,170.88,168.9,181.89,157.16
413.81,306.08,261.11,171.71,166.23,183.58,161.21
346.86,313.65,266.83,170.53,164.72,187.02,164.22
367.94,283.03,259.18,171.62,162.3,183.49,162.15
406.43,298.8,276.84,169.99,162.34,179.21,164.17
343.94,276.65,268.64,169.23,167.35,182.78,164.39
397.67,300.0,264.93,170.63,161.56,180.21,165.56
377.58,268.33,273.76,170.7,164.71,182.43,165.05
355.72,292.87,260.59,171.88,165.57,184.37,163.97
393.08,321.54,244.35,169.06,165.86,179.95,164.12
351.73,314.97,260.3,169.6,166.96,182.74,163.46
380.96,301.12,263.92,170.34,169.13,187.17,165.18
361.65,277.11,262.48,168.59,166.47,185.85,161.63
409.76,286.13,255.33,170.66,167.65,179.52,165.05
320.52,312.99,265.93,170.51,164.17,182.37,161.37
399.71,303.33,257.75,174.12,165.12,184.68,162.92
302.15,302.57,272.83,169.5,166.55,180.42,161.79
326.48,276.51,252.45,171.67,165.7,188.24,162.44
387.08,299.89,238.11,170.43,166.04,186.96,163.13
395.06,279.96,251.65,171.29,167.05,183.39,164.9
369.74,330.19,246.5,170.08,163.73,186.77,164.53
398.93,292.29,256.55,171.95,164.96,188.69,162.15
349.42,268.09,259.14,170.24,164.48,178.4,163.77
380.67,301.65,257.5,174.14,168.6,183.9,161.58
390.8,333.47,260.55,168.18,164.79,186.37,161.33
297.59,316.01,249.89,174.27,165.77,182.34,164.18
372.6,310.1,268.99,169.61,166.16,184.88,161.58
449.05,342.3,273.37,170.18,165.85,178.15,164.51
354.5,283.42,262.94,170.14,162.68,184.47,163.57
347.97,303.09,258.84,170.73,166.94,181.81,165.0
339.22,272.46,239.47,172.02,164.36,182.52,160.1
406.2,313.73,261.72,166.45,163.95,183.72,163.91
386.85,288.91,276.43,172.09,168.31,178.69,163.13
356.67,312.99,227.46,169.81,166.5,182.92,163.76
388.44,269.18,250.54,174.04,164.87,187.06,163.86
349.23,258.91,257.57,169.83,164.54,185.09,160.97
314.81,305.02,252.43,172.78,165.72,182.98,163.17
378.49,311.21,249.6,171.77,167.01,186.89,161.64
354.94,282.26,249.82,171.38,168.53,184.38,163.92
334.97,283.22,248.56,171.63,166.39,184.42,162.44
410.98,305.73,240.6,168.98,165.99,185.68,162.63
374.81,289.55,262.68,170.51,163.33,186.11,165.6
397.73,279.79,275.74,173.97,164.47,183.31,163.53
331.42,296.14,282.71,168.27,169.64,189.21,163.05
345.75,327.27,249.32,170.55,166.53,185.28,164.61
327.25,307.94,272.26,169.72,167.1,182.54,161.3
336.05,345.63,263.03,170.8,165.88,179.08,162.6
422.27,306.19,279.36,172.58,166.8,183.48,165.51
394.61,305.13,236.08,173.49,166.43,180.26,164.15
374.1,303.73,263.34,170.34,168.13,186.83,162.59
307.43,343.71,262.52,171.76,165.09,186.94,163.97
416.45,296.73,267.36,169.12,166.96,187.71,162.65
369.84,304.71,247.67,170.61,166.17,184.38,161.63
437.75,266.52,259.42,172.8,165.64,184.15,161.37
332.76,290.54,281.56,170.78,165.63,179.87,163.97
304.93,284.57,251.1,171.85,165.56,181.09,163.45
423.67,289.81,263.28,169.53,166.09,183.33,165.9
349.34,313.39,248.46,172.72,164.16,184.25,162.17
324.7,293.2,252.12,173.49,164.52,182.64,163.01
298.14,290.7,255.42,170.51,165.17,183.96,162.97
307.04,273.11,255.35,175.37,166.28,185.99,164.0
406.4,313.68,258.97,167.85,168.8,176.05,165.71
353.59,291.66,268.32,170.41,167.01,185.06,163.14
299.76,297.84,242.38,173.65,165.01,178.47,160.43
368.89,293.12,252.2,173.61,168.65,184.7,164.03
355.61,308.98,236.43,169.36,164.06,185.01,164.4
370.88,236.78,265.08,172.16,165.82,183.86,164.15
320.41,312.86,271.3,174.54,165.26,183.48,165.08
372.35,318.14,255.85,175.63,165.03,178.78,165.0
382.74,278.64,252.05,170.89,166.09,178.41,162.61
453.56,298.76,260.58,170.64,168.83,186.89,162.71
381.33,319.36,261.41,174.39,167.83,184.79,164.31
415.06,291.17,270.08,172.47,167.98,182.68,158.51
347.93,257.63,248.74,169.58,168.15,183.97,165.44
427.81,282.14,249.31,170.98,164.56,180.46,163.77
414.87,314.82,268.35,169.1,167.43,186.5,161.47
393.4,281.73,259.96,171.4,165.64,183.05,161.78
331.6,259.39,259.01,170.47,163.06,180.63,161.4
391.28,322.34,259.17,170.0,169.69,183.37,162.8
387.14,295.29,276.72,169.85,165.97,181.24,163.32
328.67,262.88,256.03,171.21,166.56,177.93,163.94
312.61,304.4,262.75,171.96,166.95,184.6,162.68
337.48,320.93,264.42,171.22,167.51,184.48,163.8
330.38,278.99,253.47,172.6,167.27,181.79,158.76
347.28,322.0,252.36,169.21,167.35,184.2,165.3
340.67,315.23,268.79,169.21,167.12,186.92,164.27
378.54,335.22,256.41,169.43,168.45,182.99,163.16
375.59,282.05,235.01,170.89,167.31,180.99,163.76
326.43,284.83,256.77,172.38,165.79,186.3,162.59
365.12,327.11,241.72,172.43,166.33,186.21,164.34
367.69,300.67,259.82,167.72,165.58,183.06,164.42
383.5,310.36,255.66,169.52,164.04,181.17,165.02
403.85,320.83,258.09,171.16,164.56,180.65,159.86
319.96,304.82,269.37,170.87,164.22,184.36,164.82
310.86,304.42,250.68,173.49,166.71,184.51,161.77
345.98,325.53,262.66,169.54,167.91,180.89,162.61
393.55,278.43,278.92,172.11,165.96,178.32,164.99
394.21,278.24,256.88,172.2,166.03,185.97,162.81
361.83,286.79,249.19,173.08,168.16,185.86,165.05
445.82,327.99,257.97,172.05,165.3,182.54,162.11
312.43,363.44,254.8,169.82,167.22,185.58,161.6
384.45,270.06,269.41,171.43,164.04,186.8,163.95
379.7,291.58,236.34,166.8,165.99,185.94,165.77
426.17,250.06,244.71,171.84,165.93,184.6,163.85
375.58,291.28,241.21,173.04,165.04,185.7,164.17
350.17,311.06,271.92,172.05,166.14,185.14,164.36
377.17,311.75,273.72,169.88,163.72,184.21,163.37
329.57,297.91,267.29,168.02,166.23,186.78,160.41
372.88,305.32,243.52,166.94,165.13,186.7,160.73
353.64,266.27,264.45,172.82,162.76,185.19,165.26
395.09,334.69,253.47,171.36,165.14,181.43,163.5
320.28,300.05,245.98,171.5,163.74,180.73,164.33
347.6,296.08,272.63,167.93,166.03,182.11,158.58
434.65,290.98,269.66,172.32,168.18,181.49,161.61
397.62,312.7,259.46,168.95,168.35,183.45,163.06
390.82,265.99,238.7,167.77,168.04,184.76,165.24
325.81,259.6,264.48,171.27,168.65,180.66,162.3
477.36,306.8,259.85,168.94,162.96,186.99,162.67
384.48,271.89,262.28,170.88,166.02,182.59,163.19
361.59,314.65,259.51,172.23,168.77,183.9,162.05
440.93,257.44,257.82,171.59,166.44,183.22,164.99
346.51,268.38,246.29,172.13,164.28,180.14,163.79
410.39,287.28,265.01,168.76,168.3,186.02,163.13
362.35,302.31,261.84,173.77,166.85,186.23,164.43
386.78,307.13,255.88,170.81,168.13,184.69,164.71
392.31,313.97,255.71,169.61,165.21,183.43,163.21
365.71,306.01,263.3,173.17,164.05,177.29,161.87
405.57,330.5,263.7,171.27,166.83,186.36,162.29
404.46,339.27,246.63,170.3,166.62,180.88,162.21
428.24,319.67,253.01,173.07,166.12,180.75,163.39
490.35,265.29,248.04,172.64,166.2,183.8,164.51
350.18,299.83,271.44,173.95,165.27,190.08,164.09
415.28,293.26,252.72,167.75,165.31,182.71,163.67
377.38,247.96,260.16,171.27,166.83,184.98,162.26
367.24,286.85,249.03,171.53,166.04,180.53,163.49
358.3,293.39,278.12,172.39,165.43,184.28,165.81
387.64,263.03,256.86,172.56,164.78,179.11,161.54
333.27,343.43,248.88,169.84,165.06,183.39,162.43
373.94,280.05,245.76,173.2,166.62,184.54,164.76
360.82,290.86,265.02,168.03,167.06,184.0,162.48
425.17,268.78,265.66,171.73,168.83,185.42,162.06
310.92,328.36,257.06,172.39,166.0,184.16,162.3
430.91,323.64,252.42,173.42,166.93,183.94,163.26
443.89,308.55,249.71,170.98,166.93,183.93,164.39
444.59,277.36,242.5,168.55,168.19,185.67,161.2
422.87,335.7,259.33,169.98,167.47,185.2,162.13
343.81,263.54,256.7,169.02,163.49,182.4,163.82
325.75,329.88,262.81,175.44,163.48,183.63,163.63
390.72,272.99,253.98,173.04,166.33,185.09,163.13
304.39,338.62,256.01,169.94,164.61,182.27,162.6
342.62,353.92,257.89,166.85,166.21,183.48,161.81
344.84,284.57,268.57,170.75,162.86,184.9,162.35
374.15,305.49,250.93,169.58,161.84,179.05,163.76
346.83,299.9,255.78,170.88,164.63,184.03,160.2
425.22,255.57,261.53,171.58,164.82,183.81,162.53
449.86,292.58,275.03,170.67,165.23,180.63,164.03
291.04,329.84,262.12,172.39,164.42,180.8,162.89
396.7,310.36,263.79,170.0,166.88,185.35,163.07
335.05,308.77,245.44,172.91,164.54,186.99,162.29
388.26,267.0,263.5,170.47,166.71,180.83,162.53
332.33,306.29,252.12,172.68,169.07,186.6,162.51
388.25,339.59,248.03,169.37,165.51,182.39,161.51
476.77,280.24,253.3,173.26,167.19,185.89,163.51
373.78,317.9,249.54,168.49,166.53,181.6,160.55
342.04,273.77,240.36,171.5,165.17,181.75,161.72
413.48,300.73,245.37,170.33,163.16,186.34,164.6
365.52,303.01,245.05,169.12,169.33,185.76,162.77
365.32,295.37,264.39,166.99,165.84,187.34,160.34
433.27,288.31,255.81,169.9,166.37,185.9,164.82
386.54,301.99,251.99,171.23,165.28,186.8,162.54
365.26,246.1,259.28,170.03,163.4,184.22,163.52
347.02,283.67,261.42,171.34,162.86,183.53,162.27
377.17,256.98,261.58,166.96,165.49,182.76,163.01
384.21,299.27,264.86,168.24,165.05,179.4,164.26
286.49,317.44,271.64,170.38,164.66,184.52,163.92
400.6,251.72,258.21,169.96,165.39,185.02,162.85
365.61,355.75,265.81,171.9,165.86,182.71,163.76
307.82,311.75,275.95,170.0,162.88,186.11,159.63
375.32,319.78,266.16,170.39,164.68,183.23,164.61
436.63,262.26,247.19,170.05,167.16,184.67,165.77
333.27,279.56,255.76,173.55,165.32,186.93,158.96
395.12,254.58,257.52,168.61,166.9,184.97,163.65
356.45,330.8,229.55,168.73,165.44,186.08,163.57
393.75,276.81,230.95,170.53,162.45,184.17,163.38
364.97,284.31,246.43,168.84,167.34,183.16,161.82
388.88,283.58,251.5,171.23,166.13,186.68,161.77
